Consumo_ID;Reserva_ID;Data_Consumo;Categoria_Consumo;Item_Descricao;Quantidade;Valor_Unitario
CNS-01070176;RSV-55042348;16/02/2025;Estacionamento;Diária de Estacionamento;1;34,91
CNS-10269217;RSV-05108865;26/06/2025;Lavanderia;Passadoria Express;1;36,30
CNS-13376624;RSV-32124686;2024-09-16;RESTAURANTE;Taça de Vinho Tinto;4;82,09
CNS-94658779;RSV-80189494;25/09/2024;Estacionamento;Valet;1;26,25
CNS-77043605;RSV-87023643;07/04/2025;Spa;Tratamento Facial;4;210,19
CNS-72759193;RSV-56012040;02/09/2025;Restaurante;Taça de Vinho Tinto;2;92,07
CNS-97109318;RSV-43221934;31/10/2025;Frigobar;Refrigerante Lata;1;27,43
CNS-14711937;RSV-77452285;27/11/2024;Restaurante;Pizza Margherita;3;50,33
CNS-42075654;RSV-62663089;19/04/2026;Lavanderia;Lavagem a Seco;1;36,52
CNS-60451578;RSV-14057396;26/09/2025;Restaurante;Porção de Petiscos;2;126,57
CNS-40781757;RSV-22076765;10/10/2025;Restaurante;Sobremesa da Casa;1;108,65
CNS-90613216;RSV-68390689;14/01/2025;Spa;Circuito de Sauna;2;416,32
CNS-73074320;RSV-69080788;17/12/2024;Restaurante;Risoto de Camarão;4;110,41
CNS-38237012;RSV-96074450;01/09/2025;Restaurante;Jantar Executivo;4;89,38
CNS-98461056;RSV-30666097;26/07/2024;Spa;Massagem Relaxante 50 min;3;370,08
CNS-04888904;RSV-95134988;15/07/2025;Passeio;Passeio de Escuna;2;356,82
CNS-04967867;RSV-18774837;11/08/2025;Estacionamento;Valet;3;57,62
CNS-79385566;RSV-67009016;2025-11-05;Passeio;Trilha ao Mirante;2;381,56
CNS-15871635;RSV-76175943;10/06/2025;Frigobar;Refrigerante Lata;1;18,52
CNS-50249925;RSV-81669965;12/04/2025;Restaurante;Almoço Buffet;1;52,59
CNS-12991807;RSV-40425160;09/10/2024;Restaurante;Almoço Buffet;4;50,87
CNS-55912009;RSV-33899292;19.07.25;Restaurante;Sobremesa da Casa;2;54,87
CNS-83976103;RSV-09642653;28-12-2025;Restaurante;Porção de Petiscos;1;116,93
CNS-19278356;RSV-29559444;08/03/2025;Restaurante;Sobremesa da Casa;2;123,67
CNS-04560657;RSV-30954656;28-12-2024;Lavanderia;Passadoria Express;2;44,04
CNS-36983012;RSV-61446192;24/03/2025;Estacionamento;Valet;1;41,68
CNS-76201946;RSV-81758553;07/12/2025;Passeio;Flutuação em Rio Cristalino;3;248,57
CNS-28285873;RSV-99213926;24/04/2026;Spa;Massagem Relaxante 50 min;2;268,44
CNS-08864672;RSV-62220215;30/12/2025;Frigobar;Cerveja Long Neck;1;20,89
CNS-99800564;RSV-52675114;19/09/2025;Frigobar;Chocolate;1;14,84
CNS-58638587;RSV-24784311;08.12.24;Frigobar;Cerveja Long Neck;2;17,29
CNS-37248460;RSV-27722176;11/08/2025;Restaurante;Taça de Vinho Tinto;1;75,36
CNS-11111947;RSV-69854016;06/02/2025;Restaurante;Taça de Vinho Tinto;2;111,69
CNS-92958287;RSV-69602801;07/01/2026;Passeio;Noite de Fondue;1;106,96
CNS-54100944;RSV-89500956;02-01-2026;Frigobar;Água Mineral 500 ml;1;7,69
CNS-72558485;RSV-04109597;16/03/2025;Passeio;Aula de Stand-Up Paddle;1;207,39
CNS-72140427;RSV-39437436;19/09/2025;Estacionamento;Diária de Estacionamento;2;54,71
CNS-80873188;RSV-43748694;04/03/2026;Restaurante;Porção de Petiscos;1;28,28
CNS-92071095;RSV-19567549;06/02/2026;Lavanderia;Lavagem de Peça;2;42,09
CNS-94145863;RSV-07691149;05/11/2024;Restaurante;Jantar Executivo;1;95,09
CNS-96183890;RSV-17100765;22/05/2026;Estacionamento;Diária de Estacionamento;2;31,14
CNS-99831505;RSV-69127703;20/02/2026;Room Service;Tábua de Frios;3;70,34
CNS-28216492;RSV-06846112;21/10/2025;Frigobar;Chocolate;3;17,30
CNS-76458596;RSV-66342720;27/04/2025;Spa;Circuito de Sauna;1;277,25
CNS-97264180;RSV-20781943;29-08-2025;Restaurante;Taça de Vinho Tinto;1;73,31
CNS-66215976;RSV-72622529;20-03-2026;Restaurante;Pizza Margherita;4;78,39
CNS-64962569;RSV-44415024;12-06-2026;Frigobar;Água Mineral 500 ml;2;14,80
CNS-61509123;RSV-84148606;09/02/2026;Restaurante;Pizza Margherita;4;98,79
CNS-80348269;RSV-14452981;08/06/2026;Room Service;Café da Manhã no Quarto;1;26,70
CNS-44788219;RSV-36489382;02-04-2025;Spa;Tratamento Facial;2;215,03
CNS-25861432;RSV-28397161;17.03.26;LAVANDERIA;LAVAGEM A SECO;1;36,74
CNS-92664776;RSV-93868124;08-08-2025;Restaurante;Porção de Petiscos;2;94,91
CNS-86663896;RSV-93580967;01-08-2025;Estacionamento;Valet;1;43,08
CNS-61625236;RSV-64407884;15/01/2026;Spa;Day Use Spa;1;410,58
CNS-12982121;RSV-77992941;2026-02-08;Frigobar;Cerveja Long Neck;3;27,96
CNS-07068615;RSV-50740143;19.03.26;Estacionamento;Valet;3;26,18
CNS-43260956;RSV-52881100;05/02/2026;Frigobar;Cerveja Long Neck;1;11,35
CNS-69676123;RSV-04869189;02/09/2025;Restaurante;Pizza Margherita;2;103,04
CNS-40475645;RSV-15334063;10/03/2026;Restaurante;Porção de Petiscos;1;77,20
CNS-95944991;RSV-42136082;29/11/2024;Restaurante;Jantar Executivo;1;67,38
CNS-01663747;RSV-52027658;10/06/2026;Room Service;Tábua de Frios;1;59,90
CNS-25703869;RSV-86383608;18.05.25;restaurante;Risoto de Camarão;3;33,57
CNS-95556363;RSV-76448657;24/03/2025;Frigobar;Mix de Castanhas;1;13,87
CNS-52327775;RSV-01422200;14.12.25;Passeio;Tour de Vinícolas;3;315,20
CNS-49166532;RSV-00221102;18/11/2025;Lavanderia;Lavagem a Seco;3;14,74
CNS-49104806;RSV-79414320;19/01/2025;Spa;Massagem Relaxante 50 min;3;198,72
CNS-25917160;RSV-53563012;25/01/2026;Passeio;Passeio de Escuna;3;200,09
CNS-56889390;RSV-64843010;27/05/2025;Spa;Circuito de Sauna;4;125,79
CNS-54578925;RSV-91042462;06-04-2026;Frigobar;Água Mineral 500 ml;1;27,84
CNS-89269422;RSV-16357197;21/08/2024;Frigobar;Chocolate;2;13,41
CNS-14264355;RSV-22912491;07/12/2024;Spa;Day Use Spa;1;187,33
CNS-96870233;RSV-41317519;08-10-2024;Spa;Day Use Spa;1;298,93
CNS-09273969;RSV-02675468;28/10/2025;Restaurante;Taça de Vinho Tinto;1;113,90
CNS-28858508;RSV-67120140;22/03/2026;Passeio;Passeio de Buggy;2;259,81
CNS-27592143;RSV-41320456;08/03/2025;SPA;Circuito de Sauna;3;377,82
CNS-87486861;RSV-32103390;2026-02-13;Frigobar;Mix de Castanhas;1;23,89
CNS-04138417;RSV-65248896;27/01/2026;Restaurante;Porção de Petiscos;2;99,21
CNS-45003070;RSV-89206089;13/11/2025;Passeio;Transfer Aeroporto;1;456,23
CNS-23793910;RSV-88930263;05.04.26;Lavanderia;Lavagem a Seco;4;35,01
CNS-63576298;RSV-78630699;08/06/2025;Frigobar;Chocolate;4;26,54
CNS-19003209;RSV-49487467;16/01/2026;Frigobar;Chocolate;2;23,50
CNS-35393274;RSV-72870708;06/07/2025;Frigobar;Água Mineral 500 ml;3;11,40
CNS-64501699;RSV-40117805;02/08/2025;Frigobar;Cerveja Long Neck;1;16,73
CNS-33314931;RSV-52994738;15.11.24;Estacionamento;Diária de Estacionamento;2;58,67
CNS-79285510;RSV-51019305;05/11/2024;Frigobar;Refrigerante Lata;4;26,16
CNS-12988801;RSV-80021449;15.06.25;Room Service;Cafe da Manha no Quarto;1;68,07
CNS-48778181;RSV-82290750;2026-06-24;Room Service;Sanduíche Club;2;41,53
CNS-27726224;RSV-03004764;16.01.25;Passeio;Tour de Vinícolas;1;246,94
CNS-82189923;RSV-01866782;21/06/2026;Restaurante;Risoto de Camarão;3;110,56
CNS-85845246;RSV-10610763;29/03/2026;Restaurante;Pizza Margherita;1;133,36
CNS-55226703;RSV-77960799;29/05/2026;Room Service;Sanduíche Club;3;88,57
CNS-33924116;RSV-46640940;03.06.26;Spa;Circuito de Sauna;1;R$ 398,66
CNS-44400474;RSV-59324060;27/08/2024;Passeio;Tour de Vinícolas;3;476,19
CNS-65639181;RSV-00162218;13/03/2026;Passeio;Passeio de Buggy;1;220,13
CNS-69011363;RSV-08157810;20/10/2024;Frigobar;Refrigerante Lata;4;18,31
CNS-32457931;RSV-51253909;20/10/2025;Frigobar;Mix de Castanhas;2;11,85
CNS-11174209;RSV-32258714;20/06/2026;Lavanderia;Lavagem a Seco;1;36,29
CNS-50771789;RSV-65551353;01.07.25;Estacionamento;Valet;3;27,89
CNS-18449301;RSV-09123520;06/01/2026;Restaurante;Sobremesa da Casa;1;61,21
CNS-71651547;RSV-36475188;2026-03-26;Passeio;Tour de Vinícolas;4;260,90
CNS-41758314;RSV-73946980;17/10/2025;Passeio;Passeio de Escuna;2;139,73
CNS-99923284;RSV-84694225;2024-11-08;Estacionamento;Diária de Estacionamento;1;28,17
CNS-43804515;RSV-19355972;17/07/2024;Frigobar;Água Mineral 500 ml;3;22,17
CNS-03080062;RSV-07905524;03.03.25;Estacionamento;Diária de Estacionamento;2;49,75
CNS-94238306;RSV-98608881;23/09/2025;Room Service;Café da Manhã no Quarto;2;48,73
CNS-35357779;RSV-76387478;2024-09-05;Spa;Circuito de Sauna;1;338,52
CNS-08585581;RSV-00747382;13/01/2025;Restaurante;Almoço Buffet;1;86,45
CNS-42215119;RSV-07270699;13/10/2024;Restaurante;Porção de Petiscos;2;65,54
CNS-25816125;RSV-63912289;23/06/2026;Estacionamento;Diária de Estacionamento;4;49,80
CNS-31263893;RSV-87402419;28/02/2026;Passeio;Aula de Stand-Up Paddle;1;199,48
CNS-10527581;RSV-19796695;16/02/2026;Restaurante;Risoto de Camarão;1;113,93
CNS-66895963;RSV-05737439;10/04/2025;Room Service; Tábua de Frios;2;27,01
CNS-98895075;RSV-91977404;19/04/2025;Restaurante;Risoto de Camarão;2;97,19
CNS-56961436;RSV-62717128;29/08/2024;Spa;Circuito de Sauna;1;331,78
CNS-93593540;RSV-54365013;12/08/2024;Restaurante;Risoto de Camarão;1;58,90
CNS-08927347;RSV-87882008;03-11-2024;Restaurante;Risoto de Camarão;2;121,27
CNS-34158965;RSV-75598352;06/07/2025;Frigobar;Chocolate;4;18,36
CNS-34125841;RSV-30077270;04/01/2025;Passeio;Passeio de Escuna;2;473,96
CNS-65226182;RSV-23849512;15/06/2025;Estacionamento;Diária de Estacionamento;1;46,28
CNS-14084776;RSV-05394775;05.11.25;Restaurante;Jantar Executivo;1;41,50
CNS-37345073;RSV-41088853;17/03/2025;PASSEIO;Mergulho com Cilindro;3;300,70
CNS-34290819;RSV-49628512;04/01/2025;Frigobar;Água Mineral 500 ml;2;21,44
CNS-84207854;RSV-74502379;29/09/2025;Spa;Circuito de Sauna;1;125,76
CNS-96311479;RSV-77668988;03/12/2025;Restaurante;Jantar Executivo;2;133,43
CNS-36798610;RSV-05495506;08/12/2024;Estacionamento;Valet;2;55,63
CNS-90351516;RSV-25397535;20/09/2025;Estacionamento;Valet;1;59,55
CNS-05881315;RSV-09490155;05/02/2026;Lavanderia;Lavagem a Seco;1;22,28
CNS-99104225;RSV-51203527;2026-04-16;Frigobar;Refrigerante Lata;1;9,80
CNS-09888347;RSV-97217613;25/10/2024;Restaurante;Sobremesa da Casa;1;128,30
CNS-42154261;RSV-84177811;20-03-2026;Restaurante;Jantar Executivo;2;68,73
CNS-61706588;RSV-97153146;2024-10-28;Spa;Tratamento Facial;1;185,92
CNS-66510967;RSV-83255128;11/02/2025;Room Service;Tábua de Frios;1;30,12
CNS-24833019;RSV-81268991;12/10/2024;Passeio;Passeio de Teleférico;2;336,89
CNS-20443742;RSV-42134464;07/10/2025;Restaurante;Porção de Petiscos;2;78,34
CNS-57336601;RSV-25745754;07/04/2026;Room Service;Sanduíche Club;4;27,97
CNS-10388603;RSV-75659732;09/06/2026;Restaurante;Porção de Petiscos;1;116,56
CNS-71809555;RSV-77861450;30/12/2025;Frigobar;Suco Natural;1;14,88
CNS-70819057;RSV-70550776;09/09/2024;Lavanderia;Lavagem a Seco;1;21,67
CNS-00745148;RSV-98799487;07/03/2026;Lavanderia;Lavagem a Seco;2;37,43
CNS-03691624;RSV-66345905;05/03/2026;Passeio;Tour Gastronômico;2;204,09
CNS-70879603;RSV-81602820;20/06/2026;Spa;Day Use Spa;4;192,08
CNS-39657675;RSV-89121440;2025-03-05;Spa;Tratamento Facial;1;334,80
CNS-59064665;RSV-52070803;16/01/2026;Spa;Tratamento Facial;1;294,33
CNS-91450574;RSV-98574642;20/02/2026;Room Service;Omelete com Salada;2;68,48
CNS-76354148;RSV-24912836;05/09/2025;Room Service;Tábua de Frios;3;65,91
CNS-88951851;RSV-34840519;27/09/2024;Restaurante;Almoço Buffet;2;138,96
CNS-43911602;RSV-41796348;07/04/2026;Restaurante;Sobremesa da Casa;1;86,76
CNS-50278650;RSV-35128110;02/01/2026;ROOM SERVICE;Omelete com Salada;1;29,22
CNS-37364208;RSV-33011176;14/07/2025;Frigobar;Água Mineral 500 ml;1;8,34
CNS-61991108;RSV-24768048;09/11/2024;Room Service;Tábua de Frios;2;34,28
CNS-54460324;RSV-69338701;01/11/2024;Frigobar;Água Mineral 500 ml;4;20,97
CNS-67881619;RSV-29685392;07/12/2024;Estacionamento;Diária de Estacionamento;4;48,25
CNS-27488258;RSV-59083363;27/09/2024;Lavanderia;Lavagem a Seco;1;34,40
CNS-41618036;RSV-79812594;22/07/2024;Restaurante;Porção de Petiscos;4;105,79
CNS-37724029;RSV-46250165;26/07/2025;Room Service;Tábua de Frios;3;85,97
CNS-34595505;RSV-57875110;05/10/2025;Estacionamento;Valet;2;39,28
CNS-62592903;RSV-36999619;03/02/2026;Passeio;Mergulho com Cilindro;3;309,61
CNS-05107492;RSV-48708450;21/02/2025;Passeio;Noite de Fondue;1;261,84
CNS-17300535;RSV-74838371;23/02/2026;Spa;Day  Use Spa;2;334,09
CNS-50066393;RSV-31263717;07/10/2024;Frigobar;Cerveja Long Neck;1;26,44
CNS-54853888;RSV-95089508;01/09/2024;Room Service;Café da Manhã no Quarto;4;65,54
CNS-27532650;RSV-51427450;18/04/2026;Passeio;Aula de Stand-Up Paddle;1;189,15
CNS-51443825;RSV-80030767;2025-11-12;Passeio;Mergulho com Cilindro;2;93,82
CNS-87529732;RSV-06378682;05/05/2026;Frigobar;Chocolate;1;25,65
CNS-66758807;RSV-85599404;06/09/2025;Restaurante;Sobremesa da Casa;1;122,83
CNS-39234830;RSV-66101950;30/07/2024;Frigobar;Cerveja Long Neck;1;11,44
CNS-71301477;RSV-03177803;08/01/2025;Frigobar;Cerveja Long Neck;1;9,36
CNS-92213353;RSV-81399591;07/11/2025;Restaurante;Risoto de Camarão;1;35,61
CNS-85864360;RSV-72878375;07/12/2024;Frigobar;Água Mineral 500 ml;1;9,66
CNS-65994157;RSV-74664212;22/03/2025;Room Service;Café da Manhã no Quarto;3;34,09
CNS-89535232;RSV-36477073;14/03/2026;Estacionamento;Diária de Estacionamento;1;45,49
CNS-26757863;RSV-00446691;2025-07-20;Restaurante;Sobremesa da Casa;1;89,60
CNS-26000251;RSV-46588186;21/12/2025;Restaurante;Porção de Petiscos;2;92,07
CNS-37618398;RSV-54132007;08/09/2024;Restaurante;Taça de Vinho Tinto;1;49,23
CNS-29515347;RSV-40101570;06/05/2025;Lavanderia;Lavagem a Seco;3;13,98
CNS-85051325;RSV-02173491;22-11-2025;Restaurante;Jantar Executivo;3;103,79
CNS-32072433;RSV-59536714;18/10/2025;FRIGOBAR;SUCO NATURAL;3;14,76
CNS-37664644;RSV-72766021;04/09/2024;Passeio;Passeio de Escuna;1;227,67
CNS-50212904;RSV-42029081;18/12/2025;Restaurante;Almoço Buffet;1;50,82
CNS-27694581;RSV-18798039;05-02-2025;Lavanderia;Lavagem de Peça;2;30,62
CNS-31420156;RSV-09065409;09/12/2024;Estacionamento;Diária de Estacionamento;1;R$ 38,06
CNS-19114835;RSV-24265386;27/09/2024;Spa;Massagem Relaxante 50 min;3;211,70
CNS-46933061;RSV-65716225;12-04-2025;Frigobar;Cerveja Long Neck;1;17,01
CNS-33301122;RSV-15417222;16/04/2026;Frigobar;Água Mineral 500 ml;1;21,13
CNS-99383898;RSV-86707551;06/04/2025;Restaurante;Pizza Margherita;1;125,46
CNS-85588665;RSV-11427643;06/06/2025;Lavanderia;Lavagem de Peça;1;17,60
CNS-66910796;RSV-81913961;28/08/2024;Restaurante;Sobremesa da Casa;1;62,69
CNS-43594405;RSV-29765044;09/09/2024;Spa;Tratamento Facial;2;356,56
CNS-11611434;RSV-63172616;04/11/2025;Estacionamento;Valet;1;52,77
CNS-88779242;RSV-76797344;25/10/2025;Spa;Tratamento Facial;2;226,47
CNS-50128092;RSV-19928813;09/11/2025;Restaurante;Risoto de Camarão;2;108,80
CNS-52502798;RSV-62847909;2024-08-07;Passeio;Ingresso de Museu;3;458,47
CNS-94658807;RSV-41933754;26/12/2025;Restaurante;Sobremesa da Casa;1;131,97
CNS-18462191;RSV-19794449;24/02/2026;Room Service;Tábua de Frios;3;41,77
CNS-96811556;RSV-00162610;23/06/2025;Passeio;Tour Gastronômico;1;305,92
CNS-44285243;RSV-40900894;06/05/2025;Restaurante;Almoço Buffet;1;108,35
CNS-07225477;RSV-75195330;10/01/2025;frigobar;Refrigerante Lata;2;22,86
CNS-96107167;RSV-12888185;2026-05-25;Estacionamento;Valet;1;27,24
CNS-31836899;RSV-61849164;16-12-2024;Estacionamento;Diária de Estacionamento;2;29,40
CNS-49165548;RSV-54524818;07/02/2026;Passeio;Passeio de Buggy;4;181,92
CNS-74689164;RSV-45129062;11/10/2025;ROOM SERVICE;Omelete com Salada;2;86,01
CNS-96734212;RSV-38672249;09/01/2026;Estacionamento;Valet;2;45,85
CNS-65640161;RSV-41766406;2025-01-19;Room Service;Café da Manhã no Quarto;4;78,03
CNS-13904165;RSV-28161391;11/01/2026;Spa;Circuito de Sauna;1;372,08
CNS-75219926;RSV-90994668;13/01/2025;Restaurante;Jantar Executivo;3;82,68
CNS-17702925;RSV-49092480;05/04/2026;Restaurante;Risoto de Camarão;3;80,62
CNS-80625231;RSV-91511531;01-11-2025;Room Service;Omelete com Salada;1;40,79
CNS-50199771;RSV-14777146;13/12/2025;Frigobar;Chocolate;3;17,36
CNS-69385660;RSV-13686601;2024-07-21;Restaurante;Almoço Buffet;2;131,47
CNS-54893719;RSV-19347351;18/04/2025;Passeio;Tour de Vinícolas;2;236,78
CNS-22136262;RSV-15525791;24.04.26;Room Service;Café da Manhã no Quarto;3;74,02
CNS-61248871;RSV-92297314;20-06-2025;Lavanderia;LAVAGEM DE PEÇA;2;44,16
CNS-52004792;RSV-65982844;28-07-2024;Restaurante;Taça de Vinho Tinto;3;127,97
CNS-55936907;RSV-78192287;18/03/2026;Lavanderia;Lavagem de Peça;3;R$ 43,79
CNS-54017107;RSV-60488577;15.09.25;Restaurante;Almoço Buffet;1;49,55
CNS-69907491;RSV-93764748;01/02/2026;Restaurante;Sobremesa da Casa;1;40,05
CNS-38778250;RSV-60329561;05/07/2024;Estacionamento;Valet;1;59,80
CNS-25518134;RSV-36684085;30/08/2024;Frigobar;Chocolate;1;9,44
CNS-53642686;RSV-87316642;17/08/2025;Passeio; Passeio de Teleférico;1;292,63
CNS-69513900;RSV-30417511;28/09/2024;Lavanderia;Passadoria Express;2;42,83
CNS-57066739;RSV-04710770;07/10/2025;Frigobar;Mix de Castanhas;1;26,11
CNS-28159948;RSV-96936605;11/10/2024;Frigobar;Suco Natural;1;16,22
CNS-00038062;RSV-67810215;24/03/2025;Spa;Tratamento Facial;1;411,70
CNS-05794876;RSV-16694046;2024-10-07;Frigobar;Suco Natural;3;24,03
CNS-63114094;RSV-73799060;2025-07-19;Lavanderia;Lavagem de Peça;1;38,43
CNS-46129296;RSV-25938350;27/06/2025;Frigobar;Cerveja Long Neck;1;17,54
CNS-95191505;RSV-93425269;21/02/2025;Frigobar;Suco Natural;1;12,51
CNS-54701466;RSV-41170698;01.07.25;Spa;Day Use Spa;1;364,27
CNS-95176849;RSV-62357680;12/03/2025;Spa;Circuito de Sauna;2;377,32
CNS-97862983;RSV-71796091;16/12/2025;Room Service;Tábua de Frios;1;71,44
CNS-08395152;RSV-72956375;08/05/2026;Estacionamento;Diária de Estacionamento;1;34,55
CNS-61364688;RSV-56429198;13/03/2026;Spa;Day Use Spa;1;264,97
CNS-86309654;RSV-81602863;03/12/2024;Restaurante;Porção de Petiscos;1;R$ 66,26
CNS-65317620;RSV-35747093;26/07/2024;Restaurante;Pizza Margherita;1;56,04
CNS-38145667;RSV-10608885;07/09/2025;Lavanderia;Lavagem a Seco;1;12,73
CNS-31531258;RSV-90436632;14/05/2025;Estacionamento;Valet;2;48,07
CNS-83073264;RSV-82388071;2024-09-19;Room Service;Café da Manhã no Quarto;4;41,79
CNS-80007643;RSV-29593065;16-03-2026;Room Service;Omelete com Salada;1;56,83
CNS-77653551;RSV-39969562;10/11/2025;Frigobar;Cerveja Long Neck;2;8,22
CNS-29197591;RSV-11633140;22/12/2025;Passeio;Passeio de Teleférico;1;470,27
CNS-74298660;RSV-24491005;06/08/2025;Estacionamento;Diária de Estacionamento;1;55,62
CNS-54398508;RSV-05402310;11/10/2025;Passeio;Passeio de Buggy;3;474,30
CNS-35820880;RSV-37623316;03/08/2025;Spa;Day Use Spa;3;208,65
CNS-83873044;RSV-92949865;20/11/2024;Spa;Day Use Spa;1;151,95
CNS-47284437;RSV-46946960;09/11/2025;Room Service;Café da Manhã no Quarto;4;83,25
CNS-76129164;RSV-69830705;15/03/2025;Restaurante;Jantar Executivo;1;74,38
CNS-90106541;RSV-17773633;17/11/2024;Estacionamento;Diária de Estacionamento;1;35,31
CNS-85624416;RSV-58975214;10/01/2026;Frigobar;Suco Natural;1;18,26
CNS-47394968;RSV-02882044;01/10/2024;Room Service;Sanduíche Club;2;27,08
CNS-74217670;RSV-56764583;11/07/2024;Spa;Circuito de Sauna;2;189,05
CNS-28462338;RSV-47894299;17-05-2025;Restaurante;Almoço Buffet;1;37,60
CNS-28293440;RSV-76894462;15/04/2026;Spa;Day Use Spa;2;153,45
CNS-93574149;RSV-88440348;12/01/2025;Passeio;Flutuação em Rio Cristalino;2;148,24
CNS-62121001;RSV-08479163;09/02/2026;Restaurante;Jantar Executivo;1;105,12
CNS-78978979;RSV-67547693;02.02.25;Frigobar;Refrigerante Lata;1;20,59
CNS-59480952;RSV-17911371;02/03/2026;Frigobar;Mix de Castanhas;1;27,57
CNS-09739024;RSV-60283390;29/07/2025;Spa;tratamento facial;2;417,01
CNS-42639208;RSV-65370249;22/10/2024;Spa;Tratamento Facial;4;258,64
CNS-09913015;RSV-99698143;11/06/2026;Lavanderia;Lavagem de Peça;1;16,32
CNS-67143928;RSV-44728261;08/09/2025;Room Service;Tábua de Frios;2;49,07
CNS-95420770;RSV-37504328;08/02/2025;Restaurante;Sobremesa da Casa;3;74,43
CNS-05565015;RSV-72113511;2026-05-03;Estacionamento;Valet;1;40,80
CNS-75170823;RSV-19209519;22.05.26;Passeio;Passeio de Teleférico;2;475,80
CNS-72439489;RSV-69364343;18.05.26;Estacionamento;Diária de Estacionamento;1;53,52
CNS-35614379;RSV-24732184;21/06/2025;Lavanderia;Passadoria Express;1;29,55
CNS-99013988;RSV-57020455;15.02.26;Room Service;Sanduíche Club;1;74,71
CNS-72776541;RSV-15447292;2024-10-27;Restaurante;SOBREMESA DA CASA;2;38,75
CNS-02065822;RSV-27163847;06/06/2026;Passeio;Mergulho com Cilindro;2;99,30
CNS-45677609;RSV-97658895;04/10/2025;Estacionamento;diária de estacionamento;2;R$ 56,16
CNS-65921470;RSV-93168298;21/12/2025;Estacionamento;Diária de Estacionamento;1;38,57
CNS-24608432;RSV-68020214;17/11/2024;Spa;Tratamento Facial;1;288,53
CNS-18005897;RSV-96791778;30/10/2025;Lavanderia;Lavagem de Peça;1;16,16
CNS-01612935;RSV-38749908;20/02/2026;Frigobar;Mix de Castanhas;2;9,79
CNS-94015320;RSV-64495870;07/01/2026;Restaurante;Jantar Executivo;2;112,52
CNS-49037667;RSV-92499665;07.09.25;Estacionamento;Valet;2;33,07
CNS-60698737;RSV-14893918;06/12/2025;Restaurante;Risoto de Camarão;1;61,96
CNS-10895357;RSV-81122739;2025-12-25;Passeio;Aula de Stand-Up Paddle;4;414,18
CNS-25653224;RSV-24034012;04/09/2024;passeio;Mergulho com Cilindro;3;473,86
CNS-72563972;RSV-26750468;2025-01-03;Estacionamento;Valet;1;40,16
CNS-63051360;RSV-17019125;12/09/2024;Frigobar;Chocolate;1;9,20
CNS-48889180;RSV-38636748;04.06.25;Estacionamento;Valet;2;51,14
CNS-47130015;RSV-12494761;31/03/2026;Spa  ;Day Use Spa;1;146,63
CNS-92948650;RSV-46566808;05/11/2025;Restaurante;Almoço Buffet;4;R$ 83,36
CNS-94630796;RSV-54572830;20-07-2024;Frigobar;Suco Natural;1;7,39
CNS-37604326;RSV-62815412;14-01-2025;Estacionamento;Valet;2;35,14
CNS-06402586;RSV-50793977;05-05-2025;Restaurante;Jantar Executivo;1;69,10
CNS-51370427;RSV-99880905;14/03/2026;Estacionamento;Valet;1;26,99
CNS-02496266;RSV-26316965;26/04/2026;Passeio;Aula de Stand-Up Paddle;2;398,75
CNS-76886687;RSV-94322167;20/06/2026;Spa;Circuito de Sauna;4;193,27
CNS-40955356;RSV-90873841;28/07/2024;Spa;Tratamento Facial;1;384,96
CNS-79349109;RSV-20470576;23/12/2024;Spa;Massagem Relaxante 50 min;1;367,46
CNS-97274852;RSV-58703097;04/12/2024;Passeio;Passeio de Buggy;2;476,57
CNS-51535689;RSV-12613028;22/10/2024;Room Service;Café da Manhã no Quarto;1;29,29
CNS-54789705;RSV-54262570;29/05/2026;Room Service;Sanduíche Club;2;43,58
CNS-51980871;RSV-59203565;17/09/2024;Frigobar;Mix de Castanhas;1;23,15
CNS-65144196;RSV-07082508;27/03/2026;Room Service;Sanduíche Club;2;30,31
CNS-82529115;RSV-01145831;24.05.26; Passeio;Trilha ao Mirante;1;356,16
CNS-69982749;RSV-30114094;28/10/2025;Frigobar;Refrigerante Lata;1;21,57
CNS-64633163;RSV-88927126;28-03-2025;Restaurante;Pizza Margherita;3;139,83
CNS-96141605;RSV-68042327;2025-04-11;Passeio;Aula de Stand-Up Paddle;1;140,49
CNS-35774234;RSV-55999580;05/11/2024;Passeio;Aula de Stand-Up Paddle;3;90,57
CNS-30242755;RSV-20135305;18/10/2024;Lavanderia;Passadoria Express;1;33,32
